鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號,lng,lat
北投區,建物,臺北市士林區行義路151~180號,0,住,,,1060101,土地0建物1車位0,全,2,透天厝,住家用,見其他登記事項,580301,332.5,6,3,4,有,無,有,50000,150,,0,0,,RPTNMLMJKHMFFEA77CC,121.5281094,25.1303683
大同區,建物,臺北市大同區寧夏路1~30號,0,商,,,1060123,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,62.02,1,1,1,有,有,有,30000,484,,0,0,,RPTNMLMJKHMFFBA47CC,121.5149537,25.0543191
萬華區,建物,臺北市萬華區寶興街121~150號,0,住,,,1060124,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680521,79.35,2,1,1,有,無,無,13000,164,,0,0,,RPUNMLMJKHMFFBA57CC,121.4948481,25.0252155
大同區,建物,臺北市大同區市民大道一段181~210號,0,其他,,,1060125,土地0建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,47.21,1,1,1,有,有,有,25000,530,,0,0,,RPOOMLMJKHMFFBA07CC,121.5164017,25.0488651
中正區,建物,臺北市中正區中華路一段1~30號,0,商,,,1060119,土地0建物1車位0,九層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,1041214,55.47,1,1,1,有,有,有,25000,451,,0,0,,RPPOMLMJKHMFFBA17CC,121.5106925,25.0475499
大安區,建物,臺北市大安區忠孝東路四段205巷31~60號,0,住,,,1060119,土地0建物1車位0,九層,9,套房(1房1廳1衛),見其他登記事項,見其他登記事項,930616,30.21,1,1,1,有,有,有,24000,794,,0,0,,RPWNMLMJKHMFFFA18CC,121.5519694,25.0418272
中山區,建物,臺北市中山區中山北路二段1~30號,0,商,,,1060123,土地0建物1車位0,三層,9,辦公商業大樓,商業用,鋼筋混凝土造,610601,119,0,0,0,無,有,無,36000,303,,0,0,,RPSPMLMJKHMFFCA77DC,121.522842,25.0524875
大安區,建物,臺北市大安區羅斯福路二段91~120號,0,商,,,1060101,土地0建物2車位0,五層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,800110,300.96,0,0,0,無,有,無,125000,415,,0,0,,RPTNMLMJKHMFFFA97DC,121.5240879,25.0252854
文山區,建物,臺北市文山區景隆街36巷1~30號,3007.92,其他,,,1060124,土地0建物1車位0,二層,15,辦公商業大樓,商業用,鋼筋混凝土造,820410,1503.96,0,0,0,無,有,無,218000,145,,0,0,,RPPNMLNJKHMFFAA07CC,121.543445,24.998616
中正區,建物,臺北市中正區和平西路二段91~120號,0,住,,,1060122,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040318,67.34,2,1,1,有,有,無,29074,432,,0,0,,RPSNMLNJKHMFFAA37CC,121.5070754,25.0323642
中正區,建物,臺北市中正區杭州南路一段71巷1~30號,0,住,,,1060111,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,74.28,2,1,2,有,無,無,50000,673,,0,0,,RPPNMLNJKHMFFBA17CC,121.5261387,25.0397176
大同區,建物,臺北市大同區太原路61~90號,0,商,,,1060115,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971211,137.35,3,2,1,有,有,有,53700,391,,0,0,,RPVNMLNJKHMFFBA77CC,121.5155936,25.0513873
大同區,建物,臺北市大同區市民大道一段181~210號,0,其他,,,1060115,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,79.91,2,2,1,有,有,有,35000,438,,0,0,,RPWNMLNJKHMFFBA87CC,121.5164017,25.0488651
信義區,建物,臺北市信義區忠孝東路五段345巷1~30號,0,商,,,1060120,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961115,109.24,1,1,1,有,有,有,65000,595,,0,0,,RPSNMLNJKHMFFDA67CC,121.581918,25.043939
信義區,建物,臺北市信義區福德街300巷31~60號,0,住,,,1060125,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,123.55,4,2,1,有,無,無,22000,178,,0,0,,RPXNMLNJKHMFFDA18CC,121.5865751,25.0404916
中山區,建物,臺北市中山區建國北路一段31~60號,0,商,,,1060123,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913,72.3,2,1,1,有,有,有,32300,447,,0,0,,RPUNMLNJKHMFFCA77CC,121.536952,25.0475861
中山區,建物,臺北市中山區長安東路二段91~120號,0,商,,,1060126,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001229,252.4,3,1,2,有,有,有,81000,321,坡道平面,46.5,0,,RPVNMLNJKHMFFCA87CC,121.530522,25.048653
中山區,建物,臺北市中山區南京東路二段91~120號,0,其他,,,1060124,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,81.9,1,1,1,有,有,有,42000,513,,0,0,,RPWNMLNJKHMFFCA97CC,121.5321795,25.0522884
中山區,建物,臺北市中山區中山北路一段83巷31~60號,0,商,,,1060125,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314,133,2,1,2,有,有,有,50000,376,,0,0,,RPOOMLNJKHMFFCA27CC,121.5243482,25.0499407
中山區,車位,臺北市中山區中山北路一段83巷31~60號,0,商,,,1060125,土地0建物0車位1,,,其他,,,,40.56,0,0,0,有,有,無,5000,,坡道平面,40.56,5000,,RPTOMLNJKHMFFCA77CC,121.5243482,25.0499407
內湖區,房地(土地+建物),臺北市內湖區陽光街345巷1~30號,224.79,工,,,1060112,土地1建物1車位0,四層,9,廠辦,工業用,鋼筋混凝土造,901212,224.79,0,0,0,無,有,無,72000,320,,0,0,,RPOPMLNJKHMFFCA37CC,121.578486,25.0733149
內湖區,房地(土地+建物),臺北市內湖區瑞光路548巷41弄1~30號,1863.93,工,,,1060116,土地3建物3車位0,一層,10,廠辦,商業用,鋼筋混凝土造,950713,1863.93,0,0,0,無,有,無,789376,424,,0,0,,RPRPMLNJKHMFFCA67CC,121.5842514,25.0691106
內湖區,建物,臺北市內湖區內湖路一段323巷4弄1~30號,0,商,,,1060123,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670420,23.14,1,0,1,有,無,有,13000,562,,0,0,,RPSPMLNJKHMFFCA77CC,121.5679069,25.0828556
內湖區,房地(土地+建物),臺北市內湖區南京東路六段451~480號,160.43,工,,,1060120,土地1建物1車位0,三層,9,廠辦,商業用,鋼筋混凝土造,980318,160.43,0,0,0,無,有,無,39000,243,,0,0,,RPTPMLNJKHMFFCA87CC,121.588884,25.0607112
大同區,建物,臺北市大同區南京西路61~90號,0,商,,,1060121,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,126.54,3,1,2,有,有,有,65000,514,,0,0,,RPQNMLOJKHMFFBA37CC,121.5192694,25.053066
松山區,建物,臺北市松山區八德路三段158巷61~90號,0,,,,1060125,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.85,3,2,2,有,無,有,19000,216,,0,0,,RPPNMLPJKHMFFDA57CC,121.5549601,25.0476989
信義區,建物,臺北市信義區基隆路二段1~30號,0,商,,,1060116,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690421,102.01,3,2,2,有,有,有,28000,274,,0,0,,RPUNMLQJKHMFFDA18CC,121.5585277,25.0317711
信義區,建物,臺北市信義區基隆路一段121~150號,0,住,,,1060116,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802,51.88,2,1,2,有,有,有,45000,867,,0,0,,RPOPMLQJKHMFFDA77CC,121.5669716,25.0447812
大同區,建物,臺北市大同區市民大道一段181~210號,0,其他,,,1060120,土地0建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,92.41,2,2,1,有,有,有,65600,710,,0,0,租金含第四台費、網路費、管理費及健身房費用。,RPWNMLQJKHMFFBA18CC,121.5164017,25.0488651
大同區,房地(土地+建物),臺北市大同區鄭州路91~120號,17.68,商,,,1060125,土地1建物1車位0,二層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,780620,132.55,4,2,2,有,有,無,36000,272,,0,0,,RPUOMLQJKHMFFBA08CC,121.5123566,25.0499743
萬華區,建物,臺北市萬華區西寧南路31~60號,0,商,,,1060123,土地0建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,791004,195.9,0,0,0,無,有,無,190000,970,,0,0,,RPXOMLQJKHMFFBA38CC,121.5075568,25.0477199
中山區,建物,臺北市中山區農安街1~30號,0,商,,,1060125,土地0建物1車位0,八層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,980622,51.47,1,1,1,有,有,有,33000,641,,0,0,,RPROMLQJKHMFFCA87CC,121.5295986,25.064967
內湖區,建物,臺北市內湖區成功路四段182巷6弄31~60號,0,商,,,1060122,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881228,148.24,3,2,2,有,有,有,27000,182,,0,0,,RPUPMLQJKHMFFCA28CC,121.593152,25.083516
大安區,建物,臺北市大安區羅斯福路三段333巷1~30號,0,住,,,1060101,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,620109,105.78,0,1,1,有,有,無,110000,1040,,0,0,,RPOOMLQJKHMFFFA87CC,121.5327302,25.0171308
北投區,建物,臺北市北投區公館路130巷1弄1~30號,0,住,,,1060101,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650212,84.6,3,2,2,有,無,無,37500,443,,0,0,做辦公室使用,RPUOMLQJKHMFFEA48DC,121.5050568,25.1293397
大安區,建物,臺北市大安區仁愛路四段211~240號,0,其他,,,1060101,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670912,61.35,0,0,0,無,有,有,24665,402,,0,0,,RPUNMLRJKHMFFFA48CC,121.5514596,25.0376474
大安區,建物,臺北市大安區和平東路二段271~300號,0,,,,1060117,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040114,134.97,3,2,2,有,無,有,64500,478,,0,0,,RPUOMLRJKHMFFFA58CC,121.5442408,25.0249966
信義區,建物,臺北市信義區基隆路二段91~120號,0,商,,,1060123,土地0建物1車位0,一層,4,店面(店鋪),商業用,鋼筋混凝土造,620924,187.46,0,2,1,有,無,無,220000,1174,,0,0,自民國106年1月24日至民國106年3月10日止為免租裝潢期。租金含代扣繳租賃所得稅。,RPRNMLRJKHMFFDA08DC,121.5578765,25.0300033
內湖區,建物,臺北市內湖區堤頂大道二段271~300號,0,工,,,1060125,土地0建物2車位8,六層,10,廠辦,工業用,鋼筋混凝土造,980116,914.54,0,0,0,無,有,有,315683,345,坡道平面,303.04,0,,RPVNMLRJKHMFFCA28CC,121.5658136,25.0783691
中山區,建物,臺北市中山區天祥路61~90號,0,商,,,1060124,土地0建物1車位0,九層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,931203,42.76,1,1,1,有,有,有,25000,585,,0,0,租金含管理費,RPWNMLRJKHMFFCA38CC,121.5207947,25.0633016
中山區,建物,臺北市中山區明水路451~480號,0,,,,1060115,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841004,194.06,3,2,2,有,無,有,47000,242,,0,0,,RPRQMLRJKHMFFCA18CC,121.55021,25.077582
中山區,建物,臺北市中山區雙城街19巷1~30號,0,商,,,1060113,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,34,1,1,1,有,無,有,28000,824,,0,0,,RPVQMLRJKHMFFCA58CC,121.5245371,25.065313
中正區,建物,臺北市中正區紹興北街31巷15弄1~30號,0,商,,,1060124,土地0建物1車位0,一層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,760114,135.83,4,2,2,有,無,有,37000,272,,0,0,,RPQNMLRJKHMFFBA67CC,121.5258894,25.0450541
萬華區,建物,臺北市萬華區成都路121~150號,0,商,,,1060123,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,156.64,2,2,2,有,有,無,44000,281,坡道平面,31.12,0,租金含稅,RPSNMLRJKHMFFBA87CC,121.503856,25.043426
士林區,建物,臺北市士林區天母東路43巷4弄1~30號,0,商,,,1060101,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850605,180.31,3,1,2,有,有,有,54000,299,,0,0,,RPSNMLRJKHMFFEA18CC,121.5325012,25.118593
北投區,建物,臺北市北投區裕民四路1~30號,0,商,,,1060101,土地0建物2車位0,見其他登記事項,4,店面(店鋪),見使用執照,鋼筋混凝土造,650910,139.86,0,2,2,有,無,無,83000,593,,0,0,,RPVNMLRJKHMFFEA48CC,121.51593,25.1155132
北投區,建物,臺北市北投區裕民二路61~90號,0,商,,,1060101,土地0建物1車位0,四層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,104.73,2,2,1,有,有,有,53355,509,,0,0,,RPPOMLRJKHMFFEA97CC,121.5164508,25.1145178
信義區,建物,臺北市信義區虎林街40巷1~30號,0,住,,,1060119,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760305,109.29,3,2,2,有,無,無,20000,183,,0,0,,RPXQMLRJKHMFFDA88CC,121.576649,25.047499
南港區,房地(土地+建物),臺北市南港區興中路31~60號,32,商,,,1060120,土地1建物1車位0,見其他登記事項,1,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640722,115.2,0,0,0,無,無,有,45000,391,,0,0,,RPRRMLRJKHMFFDA38CC,121.6073322,25.0552278
南港區,建物,臺北市南港區經園街61~90號,0,,,,1060121,土地0建物1車位0,三層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970304,100.9,2,2,2,有,有,無,28000,278,,0,0,,RPOOMLSJKHMFFDA87CC,121.6169136,25.0620948
松山區,建物,臺北市松山區八德路二段366巷1~30號,0,住,,,1060126,土地0建物1車位0,一層,3,店面(店鋪),,加強磚造,,57.16,0,0,0,無,無,無,68000,1190,,0,0,,RPROMLSJKHMFFDA18CC,121.545168,25.047598
松山區,建物,臺北市松山區復興北路313巷31~60號,0,住,,,1060120,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,212.85,3,2,2,有,有,有,105341,495,,0,0,,RPTOMLSJKHMFFDA38CC,121.5465492,25.0590469
信義區,建物,臺北市信義區松德路168巷31~60號,0,住,,,1060123,土地0建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901121,225.42,2,1,2,有,有,有,97457,432,坡道平面,40.35,0,,RPXOMLSJKHMFFDA78CC,121.573495,25.0365247
信義區,建物,臺北市信義區松德路168巷31~60號,0,住,,,1060123,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901121,193.64,2,1,1,有,有,有,97457,503,,0,0,,RPOPMLSJKHMFFDA97CC,121.573495,25.0365247
信義區,建物,臺北市信義區松勤街1~30號,0,其他,,,1060114,土地0建物1車位0,八層,19,套房(1房1廳1衛),住家用,見其他登記事項,961225,51.43,1,1,1,有,有,有,32000,622,,0,0,,RPPPMLSJKHMFFDA08CC,121.5604846,25.0322281
松山區,建物,臺北市松山區敦化北路199巷1~30號,0,住,,,1060121,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830716,219.6,3,2,2,有,有,有,57000,260,,0,0,,RPWPMLSJKHMFFDA78CC,121.550231,25.048607
大同區,建物,臺北市大同區民權西路245巷1~30號,0,住,,,1060111,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660524,57.63,2,1,1,有,無,無,11000,191,,0,0,,RPRNMLSJKHMFFBA87CC,121.510433,25.0633069
萬華區,建物,臺北市萬華區康定路91~120號,0,商,,,1060112,土地0建物1車位0,十九層,26,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,68.95,2,1,1,有,有,有,30000,435,,0,0,,RPTPMLSJKHMFFBA28CC,121.5020696,25.0397957
中正區,建物,臺北市中正區重慶南路一段91~120號,0,商,,,1060118,土地0建物1車位0,五層,11,辦公商業大樓,商業用,鋼筋混凝土造,680219,451.4,1,1,1,有,有,無,160000,354,,0,0,,RPVPMLSJKHMFFBA48CC,121.512912,25.0414699
中山區,建物,臺北市中山區長春路181~210號,0,商,,,1060123,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,861203,45.67,1,1,1,有,有,有,22000,482,,0,0,,RPOPMLSJKHMFFCA87CC,121.537651,25.054863
中山區,建物,臺北市中山區民權東路三段1~30號,0,商,,,1060115,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851125,175.76,3,2,2,有,有,有,70000,398,,0,0,,RPUPMLSJKHMFFCA48CC,121.538864,25.063371
中山區,建物,臺北市中山區新生北路二段33巷1~30號,0,商,,,1060119,土地0建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960712,173.15,3,2,2,有,有,有,62000,387,坡道平面,23.24,4000,本登錄承租人租金負擔房屋每月5萬，另有一共同承租人負擔房屋租金每月8仟及車位租金每月4仟。,RPVPMLSJKHMFFCA58CC,121.527974,25.061014
大安區,建物,臺北市大安區敦化南路二段63巷21弄1~30號,0,住,,,1060117,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820813,66.81,2,1,1,有,有,無,40000,599,,0,0,,RPXNMLSJKHMFFFA88CC,121.5492181,25.0330358
大安區,建物,臺北市大安區安和路一段90巷1~30號,0,住,,,1060101,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,630709,103.34,3,2,2,有,有,無,90000,871,,0,0,,RPOOMLSJKHMFFFA08CC,121.552186,25.0347437
大安區,建物,臺北市大安區和平東路一段1~30號,0,商,,,1060101,土地0建物1車位0,七層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,791222,147.98,3,1,1,有,有,無,49000,331,,0,0,,RPUNMLTJKHMFFFA68CC,121.529414,25.0267169
中正區,建物,臺北市中正區羅斯福路二段91~120號,0,商,,,1060125,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960206,65.83,3,1,1,有,有,無,28000,425,,0,0,,RPPPMLTJKHMFFAA87CC,121.521543,25.028788
中山區,建物,臺北市中山區德惠街3巷1~30號,0,商,,,1060115,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,951229,33.85,1,0,1,有,有,有,15000,443,,0,0,,RPUNMLTJKHMFFCA38CC,121.523118,25.0670489
中山區,建物,臺北市中山區中山北路一段83巷31~60號,0,商,,,1060114,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314,142.13,2,1,2,有,有,有,50000,352,,0,0,,RPWNMLTJKHMFFCA58CC,121.5243482,25.0499407
中山區,建物,臺北市中山區錦州街421~450號,0,住,,,1060116,土地0建物2車位0,見其他登記事項,7,店面(店鋪),住家用,鋼筋混凝土造,690405,262.25,0,0,0,無,無,無,210000,801,,0,0,"租金調整:第1-3年每月210,000元，第4-6年每月216,300元，第7-9年每月222,789元。地下室承租面積約102.48平方米",RPROMLTJKHMFFCA18CC,121.5422127,25.0603739
中山區,建物,臺北市中山區朱崙街31~60號,0,住,,,1060123,土地0建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030821,186.18,3,2,2,有,有,有,90000,483,坡道平面,19.17,0,,RPORMLTJKHMFFCA18CC,121.5409333,25.0500866
大同區,建物,臺北市大同區長安西路121~150號,0,其他,,,1060116,土地0建物1車位0,十層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,951014,218.79,3,1,1,有,有,有,79900,365,,0,0,,RPOOMLTJKHMFFBA77CC,121.515715,25.05131
士林區,建物,臺北市士林區福華路151~180號,0,住,,,1060101,土地0建物1車位0,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,931231,208.89,0,0,0,無,有,無,170000,814,,0,0,"租金調整:第1-5年每月170,000元，第6-10年每月178,500元",RPOPMLTJKHMFFEA18CC,121.522155,25.1032721
信義區,房地(土地+建物),臺北市信義區基隆路一段421~450號,13.23,商,,,1060118,土地2建物1車位0,二層,15,辦公商業大樓,商業用,鋼筋混凝土造,,147.05,4,1,0,有,有,無,40000,272,,0,0,,RPWNMLTJKHMFFDA68CC,121.5599636,25.0338841
信義區,房地(土地+建物),臺北市信義區松勤街1~30號,12.55,其他,,,1060111,土地1建物1車位0,十七層,17,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,961225,98.4,2,2,1,有,有,有,77194,784,,0,0,,RPPOMLTJKHMFFDA08CC,121.5604846,25.0322281
南港區,房地(土地+建物),臺北市南港區忠孝東路六段121~150號,6.48,住,,,1060114,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000110,50.2,1,2,1,有,無,有,24000,478,,0,0,租賃期間:1060201-1060731,RPQOMLTJKHMFFDA18CC,121.585613,25.0484409
信義區,建物,臺北市信義區基隆路二段151~180號,0,商,,,1060126,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990901,153.43,3,2,2,有,有,有,66000,430,,0,0,,RPVNMLKKKHMFFDA77CC,121.5550753,25.0264341
松山區,建物,臺北市松山區南京東路五段211~240號,0,其他,,,1060124,土地0建物1車位1,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711110,151.68,3,2,2,有,有,有,34500,227,坡道平面,0,0,,RPQOMLKKKHMFFDA37CC,121.5578,25.05189
信義區,建物,臺北市信義區永吉路187巷1~30號,0,其他,,,1060116,土地0建物1車位0,一層,12,店面(店鋪),住家用,鋼筋混凝土造,701231,92.56,0,0,0,無,有,無,25000,270,,0,0,,RPVOMLKKKHMFFDA87CC,121.572659,25.04588
信義區,建物,臺北市信義區基隆路一段121~150號,0,其他,,,1060120,土地0建物1車位0,十層,13,其他,見其他登記事項,見其他登記事項,950126,113.46,0,0,0,無,有,無,40000,353,,0,0,,RPOPMLKKKHMFFDA27CC,121.5669716,25.0447812
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段114巷33弄1~30號,15.23,住,,,1060101,土地2建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761117,159.1,3,2,3,有,有,有,55000,346,坡道平面,42.59,0,,RPUNMLKKKHMFFEA77CC,121.534022,25.12394
士林區,建物,臺北市士林區中山北路六段2巷31~60號,0,住,,,1060101,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,640122,262.44,5,3,3,有,無,有,147000,560,,0,0,,RPVNMLKKKHMFFEA87CC,121.5248822,25.1034301
北投區,建物,臺北市北投區石牌路二段315巷28弄1~30號,0,住,,,1060101,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971009,61.52,2,1,1,有,有,無,18000,293,,0,0,,RPWNMLKKKHMFFEA97CC,121.521991,25.1233244
士林區,建物,臺北市士林區天母東路43巷4弄1~30號,0,商,,,1060101,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850605,180.31,3,2,2,有,有,有,56000,311,,0,0,租金內含管理費。,RPPOMLKKKHMFFEA37CC,121.5325012,25.118593
大同區,建物,臺北市大同區南京西路344巷1~30號,0,商,,,1060115,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,601006,74.66,2,1,1,有,無,有,14000,188,,0,0,,RPPOMLKKKHMFFBA07CC,121.511518,25.05372
中正區,建物,臺北市中正區忠孝東路一段61~90號,0,商,,,1060114,土地0建物1車位0,九層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,781230,132.65,2,2,1,有,有,有,40000,302,,0,0,,RPVOMLKKKHMFFBA67CC,121.5261734,25.0441937
中山區,建物,臺北市中山區中山北路二段93巷1~30號,0,商,,,1060113,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020111,180.3,1,2,2,有,有,有,60000,333,,0,0,,RPUNMLKKKHMFFCA57CC,121.522842,25.0524875
中山區,建物,臺北市中山區南京東路二段91~120號,0,其他,,,1060117,土地0建物1車位1,十三層,18,套房(1房1廳1衛),住家用,見其他登記事項,990917,94.01,1,1,1,有,有,有,32500,346,升降平面,38.52,0,,RPVNMLKKKHMFFCA67CC,121.5321795,25.0522884
中山區,建物,臺北市中山區松江路133巷31~60號,0,住,,,1060126,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930829,49.18,1,1,1,有,有,有,30000,610,,0,0,,RPXNMLKKKHMFFCA87CC,121.5331738,25.0474392
內湖區,建物,臺北市內湖區文德路1~30號,0,住,,,1060116,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731129,123.53,3,2,2,有,有,有,29000,235,,0,0,,RPROMLKKKHMFFCA37CC,121.5804615,25.0785252
中山區,建物,臺北市中山區林森北路107巷61~90號,0,商,,,1060118,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010210,77.27,2,2,1,有,有,有,50000,647,,0,0,,RPQPMLKKKHMFFCA37CC,121.5271009,25.0499592
中山區,房地(土地+建物)+車位,臺北市中山區基湖路121~150號,956.55,住,,,1060117,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,920103,185.05,3,2,2,有,無,有,50400,272,坡道機械,14.99,0,,RPRPMLKKKHMFFCA47CC,121.562765,25.077732
中山區,建物,臺北市中山區長安西路1~30號,0,商,,,1060118,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941109,74.82,2,1,1,有,有,有,30000,401,,0,0,,RPSPMLKKKHMFFCA57CC,121.5213635,25.0500203
中山區,建物,臺北市中山區長安東路1~30號,0,商,,,1060120,土地0建物1車位0,一層,7,店面(店鋪),見使用執照,鋼筋混凝土造,651005,165.63,0,0,0,無,無,無,45000,272,,0,0,,RPWPMLKKKHMFFCA97CC,121.5298691,25.0469325
內湖區,建物,臺北市內湖區提頂大道一段211~240號,841.39,其他,,,1060113,土地0建物1車位0,五層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,970923,841.39,1,0,0,有,有,無,255000,303,,0,0,租金含兩車位,RPOQMLKKKHMFFCA27CC,121.5735029,25.0587581
大安區,建物,臺北市大安區和平東路三段61~90號,0,商,,,1060119,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870610,52.52,1,1,1,有,有,有,21000,400,,0,0,,RPPOMLKKKHMFFFA47CC,121.5494218,25.0244537
